*** WARNING: This is an experimental installation of pytorch built specifically for MPI / distributed running ***
110: 2018-10-08 13:55:13,543 INFO Initializing
207: 2018-10-08 13:55:13,668 INFO Initializing
179: 2018-10-08 13:55:13,671 INFO Initializing
251: 2018-10-08 13:55:13,672 INFO Initializing
226: 2018-10-08 13:55:13,670 INFO Initializing
 56: 2018-10-08 13:55:13,666 INFO Initializing
154: 2018-10-08 13:55:13,674 INFO Initializing
 68: 2018-10-08 13:55:13,670 INFO Initializing
245: 2018-10-08 13:55:13,679 INFO Initializing
172: 2018-10-08 13:55:13,677 INFO Initializing
 26: 2018-10-08 13:55:13,668 INFO Initializing
200: 2018-10-08 13:55:13,675 INFO Initializing
103: 2018-10-08 13:55:13,673 INFO Initializing
 96: 2018-10-08 13:55:13,674 INFO Initializing
 13: 2018-10-08 13:55:13,671 INFO Initializing
 75: 2018-10-08 13:55:13,670 INFO Initializing
124: 2018-10-08 13:55:13,676 INFO Initializing
149: 2018-10-08 13:55:13,674 INFO Initializing
 50: 2018-10-08 13:55:13,670 INFO Initializing
  3: 2018-10-08 13:55:13,670 INFO Initializing
 33: 2018-10-08 13:55:13,672 INFO Initializing
 99: 2018-10-08 13:55:13,680 INFO Initializing
 29: 2018-10-08 13:55:13,677 INFO Initializing
248: 2018-10-08 13:55:13,683 INFO Initializing
203: 2018-10-08 13:55:13,684 INFO Initializing
 52: 2018-10-08 13:55:13,679 INFO Initializing
 71: 2018-10-08 13:55:13,683 INFO Initializing
127: 2018-10-08 13:55:13,682 INFO Initializing
175: 2018-10-08 13:55:13,686 INFO Initializing
106: 2018-10-08 13:55:13,701 INFO Initializing
210: 2018-10-08 13:55:13,701 INFO Initializing
 78: 2018-10-08 13:55:13,704 INFO Initializing
229: 2018-10-08 13:55:13,703 INFO Initializing
253: 2018-10-08 13:55:13,705 INFO Initializing
157: 2018-10-08 13:55:13,703 INFO Initializing
132: 2018-10-08 13:55:13,707 INFO Initializing
182: 2018-10-08 13:55:13,704 INFO Initializing
 59: 2018-10-08 13:55:13,699 INFO Initializing
 36: 2018-10-08 13:55:13,704 INFO Initializing
128: 2018-10-08 13:55:13,757 INFO Initializing
102: 2018-10-08 13:55:13,751 INFO Initializing
206: 2018-10-08 13:55:13,758 INFO Initializing
 12: 2018-10-08 13:55:13,754 INFO Initializing
153: 2018-10-08 13:55:13,751 INFO Initializing
 55: 2018-10-08 13:55:13,750 INFO Initializing
 32: 2018-10-08 13:55:13,752 INFO Initializing
  2: 2018-10-08 13:55:13,752 INFO Initializing
 74: 2018-10-08 13:55:13,754 INFO Initializing
178: 2018-10-08 13:55:13,760 INFO Initializing
217: 2018-10-08 13:55:13,757 INFO Initializing
 45: 2018-10-08 13:55:13,759 INFO Initializing
191: 2018-10-08 13:55:13,767 INFO Initializing
 17: 2018-10-08 13:55:13,758 INFO Initializing
 87: 2018-10-08 13:55:13,764 INFO Initializing
141: 2018-10-08 13:55:13,769 INFO Initializing
115: 2018-10-08 13:55:13,764 INFO Initializing
164: 2018-10-08 13:55:13,768 INFO Initializing
 47: 2018-10-08 13:55:13,768 INFO Initializing
117: 2018-10-08 13:55:13,770 INFO Initializing
 19: 2018-10-08 13:55:13,767 INFO Initializing
193: 2018-10-08 13:55:13,775 INFO Initializing
166: 2018-10-08 13:55:13,772 INFO Initializing
238: 2018-10-08 13:55:13,773 INFO Initializing
143: 2018-10-08 13:55:13,772 INFO Initializing
218: 2018-10-08 13:55:13,770 INFO Initializing
 89: 2018-10-08 13:55:13,768 INFO Initializing
 14: 2018-10-08 13:55:13,790 INFO Initializing
208: 2018-10-08 13:55:13,794 INFO Initializing
 76: 2018-10-08 13:55:13,793 INFO Initializing
 34: 2018-10-08 13:55:13,791 INFO Initializing
104: 2018-10-08 13:55:13,796 INFO Initializing
252: 2018-10-08 13:55:13,796 INFO Initializing
180: 2018-10-08 13:55:13,800 INFO Initializing
 57: 2018-10-08 13:55:13,791 INFO Initializing
227: 2018-10-08 13:55:13,805 INFO Initializing
155: 2018-10-08 13:55:13,799 INFO Initializing
130: 2018-10-08 13:55:13,798 INFO Initializing
135: 2018-10-08 13:55:13,885 INFO Initializing
109: 2018-10-08 13:55:13,882 INFO Initializing
255: 2018-10-08 13:55:13,886 INFO Initializing
 39: 2018-10-08 13:55:13,880 INFO Initializing
 81: 2018-10-08 13:55:13,883 INFO Initializing
213: 2018-10-08 13:55:13,884 INFO Initializing
160: 2018-10-08 13:55:13,887 INFO Initializing
232: 2018-10-08 13:55:13,886 INFO Initializing
 62: 2018-10-08 13:55:13,881 INFO Initializing
185: 2018-10-08 13:55:13,889 INFO Initializing
144: 2018-10-08 13:55:13,935 INFO MPI rank 144
128: 2018-10-08 13:55:13,941 INFO MPI rank 128
224: 2018-10-08 13:55:13,939 INFO MPI rank 224
136: 2018-10-08 13:55:13,941 INFO MPI rank 136
 80: 2018-10-08 13:55:13,937 INFO MPI rank 80
  0: 2018-10-08 13:55:13,935 INFO MPI rank 0
194: 2018-10-08 13:55:13,937 INFO MPI rank 194
184: 2018-10-08 13:55:13,939 INFO MPI rank 184
196: 2018-10-08 13:55:13,940 INFO MPI rank 196
192: 2018-10-08 13:55:13,946 INFO MPI rank 192
145: 2018-10-08 13:55:13,942 INFO MPI rank 145
248: 2018-10-08 13:55:13,940 INFO MPI rank 248
146: 2018-10-08 13:55:13,941 INFO MPI rank 146
177: 2018-10-08 13:55:13,938 INFO MPI rank 177
129: 2018-10-08 13:55:13,944 INFO MPI rank 129
161: 2018-10-08 13:55:13,947 INFO MPI rank 161
162: 2018-10-08 13:55:13,938 INFO MPI rank 162
 48: 2018-10-08 13:55:13,935 INFO MPI rank 48
200: 2018-10-08 13:55:13,940 INFO MPI rank 200
208: 2018-10-08 13:55:13,938 INFO MPI rank 208
160: 2018-10-08 13:55:13,939 INFO MPI rank 160
225: 2018-10-08 13:55:13,935 INFO MPI rank 225
 64: 2018-10-08 13:55:13,935 INFO MPI rank 64
148: 2018-10-08 13:55:13,942 INFO MPI rank 148
130: 2018-10-08 13:55:13,940 INFO MPI rank 130
132: 2018-10-08 13:55:13,939 INFO MPI rank 132
  1: 2018-10-08 13:55:13,936 INFO MPI rank 1
 96: 2018-10-08 13:55:13,939 INFO MPI rank 96
 84: 2018-10-08 13:55:13,938 INFO MPI rank 84
216: 2018-10-08 13:55:13,937 INFO MPI rank 216
172: 2018-10-08 13:55:13,942 INFO MPI rank 172
178: 2018-10-08 13:55:13,942 INFO MPI rank 178
112: 2018-10-08 13:55:13,937 INFO MPI rank 112
 72: 2018-10-08 13:55:13,935 INFO MPI rank 72
 66: 2018-10-08 13:55:13,935 INFO MPI rank 66
180: 2018-10-08 13:55:13,942 INFO MPI rank 180
228: 2018-10-08 13:55:13,937 INFO MPI rank 228
193: 2018-10-08 13:55:13,941 INFO MPI rank 193
176: 2018-10-08 13:55:13,940 INFO MPI rank 176
 68: 2018-10-08 13:55:13,936 INFO MPI rank 68
138: 2018-10-08 13:55:13,946 INFO MPI rank 138
168: 2018-10-08 13:55:13,940 INFO MPI rank 168
163: 2018-10-08 13:55:13,935 INFO MPI rank 163
169: 2018-10-08 13:55:13,939 INFO MPI rank 169
164: 2018-10-08 13:55:13,944 INFO MPI rank 164
212: 2018-10-08 13:55:13,938 INFO MPI rank 212
134: 2018-10-08 13:55:13,939 INFO MPI rank 134
170: 2018-10-08 13:55:13,935 INFO MPI rank 170
141: 2018-10-08 13:55:13,945 INFO MPI rank 141
153: 2018-10-08 13:55:13,935 INFO MPI rank 153
147: 2018-10-08 13:55:13,945 INFO MPI rank 147
 82: 2018-10-08 13:55:13,936 INFO MPI rank 82
  4: 2018-10-08 13:55:13,936 INFO MPI rank 4
244: 2018-10-08 13:55:13,945 INFO MPI rank 244
137: 2018-10-08 13:55:13,945 INFO MPI rank 137
209: 2018-10-08 13:55:13,937 INFO MPI rank 209
 97: 2018-10-08 13:55:13,936 INFO MPI rank 97
 32: 2018-10-08 13:55:13,935 INFO MPI rank 32
104: 2018-10-08 13:55:13,939 INFO MPI rank 104
242: 2018-10-08 13:55:13,940 INFO MPI rank 242
152: 2018-10-08 13:55:13,940 INFO MPI rank 152
140: 2018-10-08 13:55:13,942 INFO MPI rank 140
  2: 2018-10-08 13:55:13,935 INFO MPI rank 2
 33: 2018-10-08 13:55:13,935 INFO MPI rank 33
226: 2018-10-08 13:55:13,939 INFO MPI rank 226
232: 2018-10-08 13:55:13,938 INFO MPI rank 232
131: 2018-10-08 13:55:13,940 INFO MPI rank 131
240: 2018-10-08 13:55:13,941 INFO MPI rank 240
  8: 2018-10-08 13:55:13,936 INFO MPI rank 8
174: 2018-10-08 13:55:13,939 INFO MPI rank 174
 81: 2018-10-08 13:55:13,935 INFO MPI rank 81
120: 2018-10-08 13:55:13,944 INFO MPI rank 120
252: 2018-10-08 13:55:13,939 INFO MPI rank 252
 70: 2018-10-08 13:55:13,934 INFO MPI rank 70
 76: 2018-10-08 13:55:13,937 INFO MPI rank 76
220: 2018-10-08 13:55:13,937 INFO MPI rank 220
106: 2018-10-08 13:55:13,935 INFO MPI rank 106
100: 2018-10-08 13:55:13,938 INFO MPI rank 100
 10: 2018-10-08 13:55:13,934 INFO MPI rank 10
186: 2018-10-08 13:55:13,939 INFO MPI rank 186
  6: 2018-10-08 13:55:13,935 INFO MPI rank 6
234: 2018-10-08 13:55:13,936 INFO MPI rank 234
108: 2018-10-08 13:55:13,938 INFO MPI rank 108
198: 2018-10-08 13:55:13,938 INFO MPI rank 198
241: 2018-10-08 13:55:13,941 INFO MPI rank 241
139: 2018-10-08 13:55:13,940 INFO MPI rank 139
181: 2018-10-08 13:55:13,942 INFO MPI rank 181
187: 2018-10-08 13:55:13,951 INFO MPI rank 187
229: 2018-10-08 13:55:13,935 INFO MPI rank 229
235: 2018-10-08 13:55:13,939 INFO MPI rank 235
218: 2018-10-08 13:55:13,935 INFO MPI rank 218
 74: 2018-10-08 13:55:13,937 INFO MPI rank 74
182: 2018-10-08 13:55:13,936 INFO MPI rank 182
230: 2018-10-08 13:55:13,935 INFO MPI rank 230
116: 2018-10-08 13:55:13,945 INFO MPI rank 116
105: 2018-10-08 13:55:13,932 INFO MPI rank 105
189: 2018-10-08 13:55:13,941 INFO MPI rank 189
195: 2018-10-08 13:55:13,937 INFO MPI rank 195
213: 2018-10-08 13:55:13,936 INFO MPI rank 213
  9: 2018-10-08 13:55:13,934 INFO MPI rank 9
 89: 2018-10-08 13:55:13,933 INFO MPI rank 89
179: 2018-10-08 13:55:13,941 INFO MPI rank 179
203: 2018-10-08 13:55:13,940 INFO MPI rank 203
197: 2018-10-08 13:55:13,936 INFO MPI rank 197
246: 2018-10-08 13:55:13,941 INFO MPI rank 246
156: 2018-10-08 13:55:13,936 INFO MPI rank 156
102: 2018-10-08 13:55:13,935 INFO MPI rank 102
 24: 2018-10-08 13:55:13,934 INFO MPI rank 24
204: 2018-10-08 13:55:13,943 INFO MPI rank 204
 18: 2018-10-08 13:55:13,934 INFO MPI rank 18
 12: 2018-10-08 13:55:13,937 INFO MPI rank 12
 73: 2018-10-08 13:55:13,935 INFO MPI rank 73
151: 2018-10-08 13:55:13,941 INFO MPI rank 151
 49: 2018-10-08 13:55:13,933 INFO MPI rank 49
211: 2018-10-08 13:55:13,941 INFO MPI rank 211
133: 2018-10-08 13:55:13,941 INFO MPI rank 133
 86: 2018-10-08 13:55:13,935 INFO MPI rank 86
188: 2018-10-08 13:55:13,944 INFO MPI rank 188
206: 2018-10-08 13:55:13,942 INFO MPI rank 206
158: 2018-10-08 13:55:13,940 INFO MPI rank 158
 50: 2018-10-08 13:55:13,934 INFO MPI rank 50
236: 2018-10-08 13:55:13,940 INFO MPI rank 236
 56: 2018-10-08 13:55:13,935 INFO MPI rank 56
165: 2018-10-08 13:55:13,943 INFO MPI rank 165
 52: 2018-10-08 13:55:13,935 INFO MPI rank 52
202: 2018-10-08 13:55:13,939 INFO MPI rank 202
154: 2018-10-08 13:55:13,939 INFO MPI rank 154
 88: 2018-10-08 13:55:13,938 INFO MPI rank 88
 28: 2018-10-08 13:55:13,934 INFO MPI rank 28
250: 2018-10-08 13:55:13,939 INFO MPI rank 250
185: 2018-10-08 13:55:13,941 INFO MPI rank 185
 83: 2018-10-08 13:55:13,934 INFO MPI rank 83
143: 2018-10-08 13:55:13,937 INFO MPI rank 143
 67: 2018-10-08 13:55:13,939 INFO MPI rank 67
 85: 2018-10-08 13:55:13,935 INFO MPI rank 85
217: 2018-10-08 13:55:13,935 INFO MPI rank 217
 92: 2018-10-08 13:55:13,940 INFO MPI rank 92
249: 2018-10-08 13:55:13,934 INFO MPI rank 249
  3: 2018-10-08 13:55:13,934 INFO MPI rank 3
135: 2018-10-08 13:55:13,938 INFO MPI rank 135
 34: 2018-10-08 13:55:13,934 INFO MPI rank 34
166: 2018-10-08 13:55:13,938 INFO MPI rank 166
 40: 2018-10-08 13:55:13,935 INFO MPI rank 40
238: 2018-10-08 13:55:13,939 INFO MPI rank 238
 65: 2018-10-08 13:55:13,932 INFO MPI rank 65
233: 2018-10-08 13:55:13,936 INFO MPI rank 233
113: 2018-10-08 13:55:13,937 INFO MPI rank 113
 17: 2018-10-08 13:55:13,934 INFO MPI rank 17
 36: 2018-10-08 13:55:13,937 INFO MPI rank 36
210: 2018-10-08 13:55:13,934 INFO MPI rank 210
222: 2018-10-08 13:55:13,936 INFO MPI rank 222
 79: 2018-10-08 13:55:13,939 INFO MPI rank 79
173: 2018-10-08 13:55:13,935 INFO MPI rank 173
 78: 2018-10-08 13:55:13,937 INFO MPI rank 78
 95: 2018-10-08 13:55:13,937 INFO MPI rank 95
119: 2018-10-08 13:55:13,937 INFO MPI rank 119
 13: 2018-10-08 13:55:13,936 INFO MPI rank 13
 46: 2018-10-08 13:55:13,936 INFO MPI rank 46
190: 2018-10-08 13:55:13,941 INFO MPI rank 190
118: 2018-10-08 13:55:13,936 INFO MPI rank 118
 58: 2018-10-08 13:55:13,934 INFO MPI rank 58
 42: 2018-10-08 13:55:13,935 INFO MPI rank 42
 54: 2018-10-08 13:55:13,934 INFO MPI rank 54
126: 2018-10-08 13:55:13,941 INFO MPI rank 126
 30: 2018-10-08 13:55:13,935 INFO MPI rank 30
150: 2018-10-08 13:55:13,938 INFO MPI rank 150
175: 2018-10-08 13:55:13,941 INFO MPI rank 175
253: 2018-10-08 13:55:13,938 INFO MPI rank 253
  7: 2018-10-08 13:55:13,934 INFO MPI rank 7
103: 2018-10-08 13:55:13,938 INFO MPI rank 103
 91: 2018-10-08 13:55:13,939 INFO MPI rank 91
 61: 2018-10-08 13:55:13,935 INFO MPI rank 61
205: 2018-10-08 13:55:13,938 INFO MPI rank 205
 98: 2018-10-08 13:55:13,936 INFO MPI rank 98
 44: 2018-10-08 13:55:13,933 INFO MPI rank 44
122: 2018-10-08 13:55:13,938 INFO MPI rank 122
254: 2018-10-08 13:55:13,938 INFO MPI rank 254
 62: 2018-10-08 13:55:13,933 INFO MPI rank 62
 38: 2018-10-08 13:55:13,935 INFO MPI rank 38
 57: 2018-10-08 13:55:13,934 INFO MPI rank 57
 75: 2018-10-08 13:55:13,934 INFO MPI rank 75
219: 2018-10-08 13:55:13,935 INFO MPI rank 219
117: 2018-10-08 13:55:13,936 INFO MPI rank 117
201: 2018-10-08 13:55:13,939 INFO MPI rank 201
 87: 2018-10-08 13:55:13,940 INFO MPI rank 87
 93: 2018-10-08 13:55:13,937 INFO MPI rank 93
237: 2018-10-08 13:55:13,938 INFO MPI rank 237
191: 2018-10-08 13:55:13,944 INFO MPI rank 191
  5: 2018-10-08 13:55:13,934 INFO MPI rank 5
 71: 2018-10-08 13:55:13,939 INFO MPI rank 71
245: 2018-10-08 13:55:13,944 INFO MPI rank 245
227: 2018-10-08 13:55:13,948 INFO MPI rank 227
215: 2018-10-08 13:55:13,934 INFO MPI rank 215
 53: 2018-10-08 13:55:13,934 INFO MPI rank 53
251: 2018-10-08 13:55:13,942 INFO MPI rank 251
221: 2018-10-08 13:55:13,937 INFO MPI rank 221
 77: 2018-10-08 13:55:13,936 INFO MPI rank 77
 90: 2018-10-08 13:55:13,936 INFO MPI rank 90
114: 2018-10-08 13:55:13,936 INFO MPI rank 114
 60: 2018-10-08 13:55:13,935 INFO MPI rank 60
223: 2018-10-08 13:55:13,936 INFO MPI rank 223
 55: 2018-10-08 13:55:13,933 INFO MPI rank 55
109: 2018-10-08 13:55:13,935 INFO MPI rank 109
247: 2018-10-08 13:55:13,938 INFO MPI rank 247
 19: 2018-10-08 13:55:13,933 INFO MPI rank 19
121: 2018-10-08 13:55:13,938 INFO MPI rank 121
 31: 2018-10-08 13:55:13,933 INFO MPI rank 31
 37: 2018-10-08 13:55:13,935 INFO MPI rank 37
 26: 2018-10-08 13:55:13,933 INFO MPI rank 26
110: 2018-10-08 13:55:13,935 INFO MPI rank 110
183: 2018-10-08 13:55:13,941 INFO MPI rank 183
123: 2018-10-08 13:55:13,944 INFO MPI rank 123
 15: 2018-10-08 13:55:13,935 INFO MPI rank 15
 51: 2018-10-08 13:55:13,932 INFO MPI rank 51
255: 2018-10-08 13:55:13,939 INFO MPI rank 255
171: 2018-10-08 13:55:13,942 INFO MPI rank 171
 99: 2018-10-08 13:55:13,937 INFO MPI rank 99
243: 2018-10-08 13:55:13,938 INFO MPI rank 243
231: 2018-10-08 13:55:13,939 INFO MPI rank 231
 27: 2018-10-08 13:55:13,934 INFO MPI rank 27
 69: 2018-10-08 13:55:13,936 INFO MPI rank 69
142: 2018-10-08 13:55:13,941 INFO MPI rank 142
124: 2018-10-08 13:55:13,940 INFO MPI rank 124
214: 2018-10-08 13:55:13,937 INFO MPI rank 214
 22: 2018-10-08 13:55:13,934 INFO MPI rank 22
149: 2018-10-08 13:55:13,938 INFO MPI rank 149
 41: 2018-10-08 13:55:13,935 INFO MPI rank 41
 59: 2018-10-08 13:55:13,931 INFO MPI rank 59
125: 2018-10-08 13:55:13,942 INFO MPI rank 125
167: 2018-10-08 13:55:13,935 INFO MPI rank 167
 47: 2018-10-08 13:55:13,935 INFO MPI rank 47
 29: 2018-10-08 13:55:13,934 INFO MPI rank 29
107: 2018-10-08 13:55:13,939 INFO MPI rank 107
155: 2018-10-08 13:55:13,941 INFO MPI rank 155
 23: 2018-10-08 13:55:13,934 INFO MPI rank 23
 25: 2018-10-08 13:55:13,935 INFO MPI rank 25
115: 2018-10-08 13:55:13,940 INFO MPI rank 115
157: 2018-10-08 13:55:13,935 INFO MPI rank 157
199: 2018-10-08 13:55:13,939 INFO MPI rank 199
127: 2018-10-08 13:55:13,938 INFO MPI rank 127
 43: 2018-10-08 13:55:13,936 INFO MPI rank 43
 20: 2018-10-08 13:55:13,932 INFO MPI rank 20
 14: 2018-10-08 13:55:13,934 INFO MPI rank 14
