*** WARNING: This is an experimental installation of pytorch built specifically for MPI / distributed running ***
25: 2018-10-08 09:10:33,949 INFO Initializing
42: 2018-10-08 09:10:33,972 INFO Initializing
 2: 2018-10-08 09:10:33,971 INFO Initializing
38: 2018-10-08 09:10:33,974 INFO Initializing
52: 2018-10-08 09:10:33,977 INFO Initializing
35: 2018-10-08 09:10:33,978 INFO Initializing
63: 2018-10-08 09:10:33,978 INFO Initializing
33: 2018-10-08 09:10:33,977 INFO Initializing
54: 2018-10-08 09:10:33,980 INFO Initializing
32: 2018-10-08 09:10:33,977 INFO Initializing
 5: 2018-10-08 09:10:33,981 INFO Initializing
43: 2018-10-08 09:10:33,978 INFO Initializing
51: 2018-10-08 09:10:33,981 INFO Initializing
16: 2018-10-08 09:10:33,982 INFO Initializing
 4: 2018-10-08 09:10:33,981 INFO Initializing
 7: 2018-10-08 09:10:33,982 INFO Initializing
26: 2018-10-08 09:10:33,986 INFO Initializing
24: 2018-10-08 09:10:33,985 INFO Initializing
47: 2018-10-08 09:10:33,986 INFO Initializing
 1: 2018-10-08 09:10:33,987 INFO Initializing
46: 2018-10-08 09:10:33,987 INFO Initializing
23: 2018-10-08 09:10:33,988 INFO Initializing
29: 2018-10-08 09:10:33,988 INFO Initializing
48: 2018-10-08 09:10:33,990 INFO Initializing
37: 2018-10-08 09:10:33,996 INFO Initializing
56: 2018-10-08 09:10:34,001 INFO Initializing
 9: 2018-10-08 09:10:34,002 INFO Initializing
32: 2018-10-08 09:10:34,059 INFO MPI rank 32
 0: 2018-10-08 09:10:34,063 INFO MPI rank 0
16: 2018-10-08 09:10:34,061 INFO MPI rank 16
34: 2018-10-08 09:10:34,062 INFO MPI rank 34
38: 2018-10-08 09:10:34,059 INFO MPI rank 38
40: 2018-10-08 09:10:34,059 INFO MPI rank 40
52: 2018-10-08 09:10:34,062 INFO MPI rank 52
50: 2018-10-08 09:10:34,059 INFO MPI rank 50
53: 2018-10-08 09:10:34,059 INFO MPI rank 53
48: 2018-10-08 09:10:34,060 INFO MPI rank 48
49: 2018-10-08 09:10:34,008 INFO MPI rank 49
26: 2018-10-08 09:10:34,061 INFO MPI rank 26
18: 2018-10-08 09:10:34,061 INFO MPI rank 18
28: 2018-10-08 09:10:34,062 INFO MPI rank 28
24: 2018-10-08 09:10:34,060 INFO MPI rank 24
20: 2018-10-08 09:10:34,061 INFO MPI rank 20
22: 2018-10-08 09:10:34,063 INFO MPI rank 22
14: 2018-10-08 09:10:34,059 INFO MPI rank 14
 2: 2018-10-08 09:10:34,058 INFO MPI rank 2
42: 2018-10-08 09:10:34,060 INFO MPI rank 42
43: 2018-10-08 09:10:34,059 INFO MPI rank 43
33: 2018-10-08 09:10:34,059 INFO MPI rank 33
41: 2018-10-08 09:10:34,060 INFO MPI rank 41
36: 2018-10-08 09:10:34,059 INFO MPI rank 36
 8: 2018-10-08 09:10:34,061 INFO MPI rank 8
10: 2018-10-08 09:10:34,062 INFO MPI rank 10
12: 2018-10-08 09:10:34,058 INFO MPI rank 12
 4: 2018-10-08 09:10:34,059 INFO MPI rank 4
44: 2018-10-08 09:10:34,059 INFO MPI rank 44
58: 2018-10-08 09:10:34,062 INFO MPI rank 58
46: 2018-10-08 09:10:34,059 INFO MPI rank 46
60: 2018-10-08 09:10:34,060 INFO MPI rank 60
62: 2018-10-08 09:10:34,063 INFO MPI rank 62
35: 2018-10-08 09:10:34,061 INFO MPI rank 35
 1: 2018-10-08 09:10:34,059 INFO MPI rank 1
 5: 2018-10-08 09:10:34,062 INFO MPI rank 5
45: 2018-10-08 09:10:34,062 INFO MPI rank 45
 3: 2018-10-08 09:10:34,059 INFO MPI rank 3
55: 2018-10-08 09:10:34,063 INFO MPI rank 55
56: 2018-10-08 09:10:34,062 INFO MPI rank 56
30: 2018-10-08 09:10:34,062 INFO MPI rank 30
 6: 2018-10-08 09:10:34,062 INFO MPI rank 6
19: 2018-10-08 09:10:34,059 INFO MPI rank 19
25: 2018-10-08 09:10:34,060 INFO MPI rank 25
27: 2018-10-08 09:10:34,061 INFO MPI rank 27
23: 2018-10-08 09:10:34,060 INFO MPI rank 23
17: 2018-10-08 09:10:34,062 INFO MPI rank 17
21: 2018-10-08 09:10:34,060 INFO MPI rank 21
 7: 2018-10-08 09:10:34,061 INFO MPI rank 7
29: 2018-10-08 09:10:34,060 INFO MPI rank 29
31: 2018-10-08 09:10:34,059 INFO MPI rank 31
15: 2018-10-08 09:10:34,062 INFO MPI rank 15
37: 2018-10-08 09:10:34,058 INFO MPI rank 37
11: 2018-10-08 09:10:34,059 INFO MPI rank 11
54: 2018-10-08 09:10:34,062 INFO MPI rank 54
13: 2018-10-08 09:10:34,061 INFO MPI rank 13
39: 2018-10-08 09:10:34,058 INFO MPI rank 39
 9: 2018-10-08 09:10:34,062 INFO MPI rank 9
59: 2018-10-08 09:10:34,062 INFO MPI rank 59
63: 2018-10-08 09:10:34,061 INFO MPI rank 63
51: 2018-10-08 09:10:34,061 INFO MPI rank 51
57: 2018-10-08 09:10:34,063 INFO MPI rank 57
61: 2018-10-08 09:10:34,060 INFO MPI rank 61
47: 2018-10-08 09:10:34,061 INFO MPI rank 47
 0: 2018-10-08 09:10:34,074 INFO Configuration: {'experiment_config': {'name': 'rpvgan', 'output_dir': '$SCRATCH/atlas_gan/RPV_GAN_000'}, 'data_config': {'name': 'rpv_images', 'train_file': '/global/cscratch1/sd/sfarrell/atlas_gan/data/RPV10_1400_850_01.npz', 'n_train': 65536, 'scale': 4000000.0}, 'model_config': {'n_filters': 16, 'noise_dim': 64, 'optimizer': 'Adam', 'learning_rate': 0.0001, 'label_flip_rate': 0.01}, 'train_config': {'batch_size': 64, 'n_epochs': 1}}
14: 2018-10-08 09:12:08,306 INFO Loaded 65536 training samples
27: 2018-10-08 09:12:10,243 INFO Loaded 65536 training samples
49: 2018-10-08 09:12:20,070 INFO Loaded 65536 training samples
52: 2018-10-08 09:12:20,926 INFO Loaded 65536 training samples
 9: 2018-10-08 09:12:21,561 INFO Loaded 65536 training samples
60: 2018-10-08 09:12:22,231 INFO Loaded 65536 training samples
38: 2018-10-08 09:12:23,264 INFO Loaded 65536 training samples
57: 2018-10-08 09:12:23,430 INFO Loaded 65536 training samples
40: 2018-10-08 09:12:23,797 INFO Loaded 65536 training samples
32: 2018-10-08 09:12:24,086 INFO Loaded 65536 training samples
11: 2018-10-08 09:12:25,496 INFO Loaded 65536 training samples
17: 2018-10-08 09:12:25,581 INFO Loaded 65536 training samples
 1: 2018-10-08 09:12:26,093 INFO Loaded 65536 training samples
 6: 2018-10-08 09:12:26,126 INFO Loaded 65536 training samples
35: 2018-10-08 09:12:27,997 INFO Loaded 65536 training samples
19: 2018-10-08 09:12:28,234 INFO Loaded 65536 training samples
25: 2018-10-08 09:12:28,459 INFO Loaded 65536 training samples
24: 2018-10-08 09:12:28,460 INFO Loaded 65536 training samples
33: 2018-10-08 09:12:30,389 INFO Loaded 65536 training samples
63: 2018-10-08 09:12:31,271 INFO Loaded 65536 training samples
48: 2018-10-08 09:12:31,600 INFO Loaded 65536 training samples
43: 2018-10-08 09:12:32,685 INFO Loaded 65536 training samples
30: 2018-10-08 09:12:33,714 INFO Loaded 65536 training samples
26: 2018-10-08 09:12:33,717 INFO Loaded 65536 training samples
58: 2018-10-08 09:12:34,550 INFO Loaded 65536 training samples
53: 2018-10-08 09:12:34,633 INFO Loaded 65536 training samples
 7: 2018-10-08 09:12:34,715 INFO Loaded 65536 training samples
10: 2018-10-08 09:12:35,437 INFO Loaded 65536 training samples
62: 2018-10-08 09:12:35,693 INFO Loaded 65536 training samples
61: 2018-10-08 09:12:35,710 INFO Loaded 65536 training samples
46: 2018-10-08 09:12:35,805 INFO Loaded 65536 training samples
56: 2018-10-08 09:12:36,023 INFO Loaded 65536 training samples
 4: 2018-10-08 09:12:36,762 INFO Loaded 65536 training samples
42: 2018-10-08 09:12:36,763 INFO Loaded 65536 training samples
55: 2018-10-08 09:12:36,845 INFO Loaded 65536 training samples
21: 2018-10-08 09:12:37,402 INFO Loaded 65536 training samples
22: 2018-10-08 09:12:37,674 INFO Loaded 65536 training samples
31: 2018-10-08 09:12:37,998 INFO Loaded 65536 training samples
12: 2018-10-08 09:12:38,031 INFO Loaded 65536 training samples
 5: 2018-10-08 09:12:38,071 INFO Loaded 65536 training samples
50: 2018-10-08 09:12:38,418 INFO Loaded 65536 training samples
51: 2018-10-08 09:12:38,497 INFO Loaded 65536 training samples
 3: 2018-10-08 09:12:38,660 INFO Loaded 65536 training samples
29: 2018-10-08 09:12:38,672 INFO Loaded 65536 training samples
39: 2018-10-08 09:12:38,691 INFO Loaded 65536 training samples
37: 2018-10-08 09:12:38,960 INFO Loaded 65536 training samples
44: 2018-10-08 09:12:39,374 INFO Loaded 65536 training samples
 8: 2018-10-08 09:12:39,796 INFO Loaded 65536 training samples
54: 2018-10-08 09:12:40,000 INFO Loaded 65536 training samples
20: 2018-10-08 09:12:40,025 INFO Loaded 65536 training samples
 2: 2018-10-08 09:12:40,026 INFO Loaded 65536 training samples
18: 2018-10-08 09:12:40,159 INFO Loaded 65536 training samples
41: 2018-10-08 09:12:40,245 INFO Loaded 65536 training samples
36: 2018-10-08 09:12:40,707 INFO Loaded 65536 training samples
23: 2018-10-08 09:12:40,747 INFO Loaded 65536 training samples
13: 2018-10-08 09:12:40,794 INFO Loaded 65536 training samples
15: 2018-10-08 09:12:41,206 INFO Loaded 65536 training samples
47: 2018-10-08 09:12:41,712 INFO Loaded 65536 training samples
34: 2018-10-08 09:12:41,741 INFO Loaded 65536 training samples
 0: 2018-10-08 09:12:42,262 INFO Loaded 65536 training samples
45: 2018-10-08 09:12:42,400 INFO Loaded 65536 training samples
28: 2018-10-08 09:12:42,500 INFO Loaded 65536 training samples
59: 2018-10-08 09:12:42,877 INFO Loaded 65536 training samples
16: 2018-10-08 09:12:43,626 INFO Loaded 65536 training samples
20: 2018-10-08 09:12:43,681 INFO Epoch 0
16: 2018-10-08 09:12:43,681 INFO Epoch 0
22: 2018-10-08 09:12:43,683 INFO Epoch 0
23: 2018-10-08 09:12:43,680 INFO Epoch 0
21: 2018-10-08 09:12:43,680 INFO Epoch 0
26: 2018-10-08 09:12:43,681 INFO Epoch 0
18: 2018-10-08 09:12:43,681 INFO Epoch 0
19: 2018-10-08 09:12:43,679 INFO Epoch 0
17: 2018-10-08 09:12:43,682 INFO Epoch 0
10: 2018-10-08 09:12:43,682 INFO Epoch 0
13: 2018-10-08 09:12:43,682 INFO Epoch 0
 1: 2018-10-08 09:12:43,679 INFO Epoch 0
28: 2018-10-08 09:12:43,682 INFO Epoch 0
34: 2018-10-08 09:12:43,682 INFO Epoch 0
42: 2018-10-08 09:12:43,680 INFO Epoch 0
27: 2018-10-08 09:12:43,682 INFO Epoch 0
29: 2018-10-08 09:12:43,680 INFO Epoch 0
43: 2018-10-08 09:12:43,679 INFO Epoch 0
33: 2018-10-08 09:12:43,679 INFO Epoch 0
37: 2018-10-08 09:12:43,679 INFO Epoch 0
41: 2018-10-08 09:12:43,680 INFO Epoch 0
11: 2018-10-08 09:12:43,679 INFO Epoch 0
36: 2018-10-08 09:12:43,680 INFO Epoch 0
12: 2018-10-08 09:12:43,678 INFO Epoch 0
44: 2018-10-08 09:12:43,679 INFO Epoch 0
45: 2018-10-08 09:12:43,682 INFO Epoch 0
53: 2018-10-08 09:12:43,680 INFO Epoch 0
30: 2018-10-08 09:12:43,682 INFO Epoch 0
32: 2018-10-08 09:12:43,679 INFO Epoch 0
 2: 2018-10-08 09:12:43,679 INFO Epoch 0
38: 2018-10-08 09:12:43,679 INFO Epoch 0
25: 2018-10-08 09:12:43,680 INFO Epoch 0
 7: 2018-10-08 09:12:43,681 INFO Epoch 0
31: 2018-10-08 09:12:43,679 INFO Epoch 0
15: 2018-10-08 09:12:43,682 INFO Epoch 0
 8: 2018-10-08 09:12:43,681 INFO Epoch 0
40: 2018-10-08 09:12:43,680 INFO Epoch 0
 4: 2018-10-08 09:12:43,680 INFO Epoch 0
52: 2018-10-08 09:12:43,682 INFO Epoch 0
50: 2018-10-08 09:12:43,679 INFO Epoch 0
58: 2018-10-08 09:12:43,682 INFO Epoch 0
46: 2018-10-08 09:12:43,679 INFO Epoch 0
60: 2018-10-08 09:12:43,680 INFO Epoch 0
54: 2018-10-08 09:12:43,682 INFO Epoch 0
35: 2018-10-08 09:12:43,682 INFO Epoch 0
39: 2018-10-08 09:12:43,679 INFO Epoch 0
 9: 2018-10-08 09:12:43,682 INFO Epoch 0
 5: 2018-10-08 09:12:43,682 INFO Epoch 0
59: 2018-10-08 09:12:43,682 INFO Epoch 0
 3: 2018-10-08 09:12:43,679 INFO Epoch 0
55: 2018-10-08 09:12:43,683 INFO Epoch 0
51: 2018-10-08 09:12:43,682 INFO Epoch 0
57: 2018-10-08 09:12:43,683 INFO Epoch 0
61: 2018-10-08 09:12:43,681 INFO Epoch 0
48: 2018-10-08 09:12:43,680 INFO Epoch 0
47: 2018-10-08 09:12:43,681 INFO Epoch 0
49: 2018-10-08 09:12:43,619 INFO Epoch 0
24: 2018-10-08 09:12:43,680 INFO Epoch 0
14: 2018-10-08 09:12:43,680 INFO Epoch 0
 6: 2018-10-08 09:12:43,682 INFO Epoch 0
62: 2018-10-08 09:12:43,683 INFO Epoch 0
63: 2018-10-08 09:12:43,682 INFO Epoch 0
56: 2018-10-08 09:12:43,682 INFO Epoch 0
 0: 2018-10-08 09:12:43,683 INFO Generator module: 
 0: DistributedDataParallelCPU(
 0:   (module): Generator(
 0:     (network): Sequential(
 0:       (0): ConvTranspose2d(64, 128, kernel_size=(4, 4), stride=(1, 1), bias=False)
 0:       (1): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:       (2): ReLU(inplace)
 0:       (3): ConvTranspose2d(128, 64, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
 0:       (4): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:       (5): ReLU(inplace)
 0:       (6): ConvTranspose2d(64, 32, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
 0:       (7): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:       (8): ReLU(inplace)
 0:       (9): ConvTranspose2d(32, 16, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
 0:       (10): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:       (11): ReLU(inplace)
 0:       (12): ConvTranspose2d(16, 1, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
 0:       (13): Sigmoid()
 0:       (14): Threshold(threshold=0, value=0)
 0:     )
 0:   )
 0: )
 0: Parameters: 303840
 0: 2018-10-08 09:12:43,684 INFO Discriminator module: 
 0: DistributedDataParallelCPU(
 0:   (module): Discriminator(
 0:     (network): Sequential(
 0:       (0): Conv2d(1, 16, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
 0:       (1): LeakyReLU(negative_slope=0.2, inplace)
 0:       (2): Conv2d(16, 32, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
 0:       (3): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:       (4): LeakyReLU(negative_slope=0.2, inplace)
 0:       (5): Conv2d(32, 64, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
 0:       (6): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:       (7): LeakyReLU(negative_slope=0.2, inplace)
 0:       (8): Conv2d(64, 128, kernel_size=(4, 4), stride=(2, 2), padding=(1, 1), bias=False)
 0:       (9): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:       (10): LeakyReLU(negative_slope=0.2, inplace)
 0:       (11): Conv2d(128, 1, kernel_size=(4, 4), stride=(1, 1), bias=False)
 0:       (12): Sigmoid()
 0:     )
 0:   )
 0: )
 0: Parameters: 174784
 0: 2018-10-08 09:12:43,684 INFO Epoch 0
25: 2018-10-08 09:12:47,751 INFO   Avg discriminator real output: 0.5538
 8: 2018-10-08 09:12:47,752 INFO   Avg discriminator real output: 0.5561
62: 2018-10-08 09:12:47,754 INFO   Avg discriminator real output: 0.5571
22: 2018-10-08 09:12:47,755 INFO   Avg discriminator real output: 0.5596
25: 2018-10-08 09:12:47,752 INFO   Avg discriminator fake output: 0.1635
21: 2018-10-08 09:12:47,752 INFO   Avg discriminator real output: 0.5575
29: 2018-10-08 09:12:47,751 INFO   Avg discriminator real output: 0.5541
43: 2018-10-08 09:12:47,750 INFO   Avg discriminator real output: 0.5545
41: 2018-10-08 09:12:47,751 INFO   Avg discriminator real output: 0.5540
36: 2018-10-08 09:12:47,751 INFO   Avg discriminator real output: 0.5586
39: 2018-10-08 09:12:47,750 INFO   Avg discriminator real output: 0.5574
 5: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5573
59: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5533
20: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5572
34: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5551
32: 2018-10-08 09:12:47,750 INFO   Avg discriminator real output: 0.5550
 2: 2018-10-08 09:12:47,750 INFO   Avg discriminator real output: 0.5564
38: 2018-10-08 09:12:47,751 INFO   Avg discriminator real output: 0.5579
 6: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5573
19: 2018-10-08 09:12:47,750 INFO   Avg discriminator real output: 0.5565
17: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5524
 7: 2018-10-08 09:12:47,752 INFO   Avg discriminator real output: 0.5520
15: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5569
43: 2018-10-08 09:12:47,751 INFO   Avg discriminator fake output: 0.1638
11: 2018-10-08 09:12:47,750 INFO   Avg discriminator real output: 0.5537
 8: 2018-10-08 09:12:47,752 INFO   Avg discriminator fake output: 0.1635
10: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5558
52: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5561
58: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5547
60: 2018-10-08 09:12:47,752 INFO   Avg discriminator real output: 0.5519
62: 2018-10-08 09:12:47,754 INFO   Avg discriminator fake output: 0.1637
55: 2018-10-08 09:12:47,754 INFO   Avg discriminator real output: 0.5545
57: 2018-10-08 09:12:47,754 INFO   Avg discriminator real output: 0.5560
56: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5581
48: 2018-10-08 09:12:47,751 INFO   Avg discriminator real output: 0.5560
49: 2018-10-08 09:12:47,690 INFO   Avg discriminator real output: 0.5523
26: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5577
30: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5570
18: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5541
20: 2018-10-08 09:12:47,753 INFO   Avg discriminator fake output: 0.1634
22: 2018-10-08 09:12:47,755 INFO   Avg discriminator fake output: 0.1634
34: 2018-10-08 09:12:47,753 INFO   Avg discriminator fake output: 0.1633
 6: 2018-10-08 09:12:47,754 INFO   Avg discriminator fake output: 0.1635
42: 2018-10-08 09:12:47,751 INFO   Avg discriminator real output: 0.5545
25: 2018-10-08 09:12:47,752 INFO   Avg discriminator loss: 0.4550
21: 2018-10-08 09:12:47,752 INFO   Avg discriminator fake output: 0.1634
29: 2018-10-08 09:12:47,751 INFO   Avg discriminator fake output: 0.1634
37: 2018-10-08 09:12:47,750 INFO   Avg discriminator real output: 0.5535
41: 2018-10-08 09:12:47,751 INFO   Avg discriminator fake output: 0.1632
36: 2018-10-08 09:12:47,751 INFO   Avg discriminator fake output: 0.1631
40: 2018-10-08 09:12:47,751 INFO   Avg discriminator real output: 0.5574
10: 2018-10-08 09:12:47,753 INFO   Avg discriminator fake output: 0.1633
12: 2018-10-08 09:12:47,749 INFO   Avg discriminator real output: 0.5551
52: 2018-10-08 09:12:47,753 INFO   Avg discriminator fake output: 0.1636
50: 2018-10-08 09:12:47,751 INFO   Avg discriminator real output: 0.5547
35: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5533
13: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5554
 1: 2018-10-08 09:12:47,751 INFO   Avg discriminator real output: 0.5582
39: 2018-10-08 09:12:47,750 INFO   Avg discriminator fake output: 0.1635
 9: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5572
 5: 2018-10-08 09:12:47,754 INFO   Avg discriminator fake output: 0.1632
45: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5573
59: 2018-10-08 09:12:47,753 INFO   Avg discriminator fake output: 0.1637
55: 2018-10-08 09:12:47,754 INFO   Avg discriminator fake output: 0.1635
51: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5542
57: 2018-10-08 09:12:47,754 INFO   Avg discriminator fake output: 0.1633
30: 2018-10-08 09:12:47,753 INFO   Avg discriminator fake output: 0.1635
18: 2018-10-08 09:12:47,753 INFO   Avg discriminator fake output: 0.1634
28: 2018-10-08 09:12:47,754 INFO   Avg discriminator real output: 0.5567
24: 2018-10-08 09:12:47,751 INFO   Avg discriminator real output: 0.5547
20: 2018-10-08 09:12:47,753 INFO   Avg discriminator loss: 0.3924
16: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5582
22: 2018-10-08 09:12:47,755 INFO   Avg discriminator loss: 0.3898
34: 2018-10-08 09:12:47,753 INFO   Avg discriminator loss: 0.3939
32: 2018-10-08 09:12:47,751 INFO   Avg discriminator fake output: 0.1632
14: 2018-10-08 09:12:47,751 INFO   Avg discriminator real output: 0.5581
 2: 2018-10-08 09:12:47,750 INFO   Avg discriminator fake output: 0.1634
38: 2018-10-08 09:12:47,751 INFO   Avg discriminator fake output: 0.1636
 6: 2018-10-08 09:12:47,754 INFO   Avg discriminator loss: 0.3926
42: 2018-10-08 09:12:47,751 INFO   Avg discriminator fake output: 0.1635
19: 2018-10-08 09:12:47,751 INFO   Avg discriminator fake output: 0.1641
25: 2018-10-08 09:12:47,752 INFO   Avg generator loss: 2.0421
27: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5547
23: 2018-10-08 09:12:47,751 INFO   Avg discriminator real output: 0.5552
17: 2018-10-08 09:12:47,753 INFO   Avg discriminator fake output: 0.1637
 7: 2018-10-08 09:12:47,752 INFO   Avg discriminator fake output: 0.1638
29: 2018-10-08 09:12:47,751 INFO   Avg discriminator loss: 0.3945
31: 2018-10-08 09:12:47,750 INFO   Avg discriminator real output: 0.5545
15: 2018-10-08 09:12:47,753 INFO   Avg discriminator fake output: 0.1630
43: 2018-10-08 09:12:47,751 INFO   Avg discriminator loss: 0.3946
41: 2018-10-08 09:12:47,751 INFO   Avg discriminator loss: 0.3950
11: 2018-10-08 09:12:47,751 INFO   Avg discriminator fake output: 0.1637
36: 2018-10-08 09:12:47,751 INFO   Avg discriminator loss: 0.3912
 8: 2018-10-08 09:12:47,752 INFO   Avg discriminator loss: 0.3933
10: 2018-10-08 09:12:47,753 INFO   Avg discriminator loss: 0.3931
12: 2018-10-08 09:12:47,749 INFO   Avg discriminator fake output: 0.1638
 4: 2018-10-08 09:12:47,751 INFO   Avg discriminator real output: 0.5551
52: 2018-10-08 09:12:47,753 INFO   Avg discriminator loss: 0.3934
44: 2018-10-08 09:12:47,750 INFO   Avg discriminator real output: 0.5544
58: 2018-10-08 09:12:47,754 INFO   Avg discriminator fake output: 0.1634
46: 2018-10-08 09:12:47,751 INFO   Avg discriminator real output: 0.5563
60: 2018-10-08 09:12:47,752 INFO   Avg discriminator fake output: 0.1634
62: 2018-10-08 09:12:47,754 INFO   Avg discriminator loss: 0.3924
54: 2018-10-08 09:12:47,754 INFO   Avg discriminator real output: 0.5546
39: 2018-10-08 09:12:47,750 INFO   Avg discriminator loss: 0.3920
 5: 2018-10-08 09:12:47,754 INFO   Avg discriminator loss: 0.3918
45: 2018-10-08 09:12:47,754 INFO   Avg discriminator fake output: 0.1639
 3: 2018-10-08 09:12:47,750 INFO   Avg discriminator real output: 0.5554
55: 2018-10-08 09:12:47,754 INFO   Avg discriminator loss: 0.3945
53: 2018-10-08 09:12:47,751 INFO   Avg discriminator real output: 0.5555
63: 2018-10-08 09:12:47,753 INFO   Avg discriminator real output: 0.5553
57: 2018-10-08 09:12:47,754 INFO   Avg discriminator loss: 0.3936
61: 2018-10-08 09:12:47,752 INFO   Avg discriminator real output: 0.5592
56: 2018-10-08 09:12:47,754 INFO   Avg discriminator fake output: 0.1633
48: 2018-10-08 09:12:47,751 INFO   Avg discriminator fake output: 0.1634
47: 2018-10-08 09:12:47,752 INFO   Avg discriminator real output: 0.5562
49: 2018-10-08 09:12:47,690 INFO   Avg discriminator fake output: 0.1636
26: 2018-10-08 09:12:47,753 INFO   Avg discriminator fake output: 0.1637
30: 2018-10-08 09:12:47,753 INFO   Avg discriminator loss: 0.3924
18: 2018-10-08 09:12:47,753 INFO   Avg discriminator loss: 0.3950
28: 2018-10-08 09:12:47,754 INFO   Avg discriminator fake output: 0.1637
24: 2018-10-08 09:12:47,752 INFO   Avg discriminator fake output: 0.1636
20: 2018-10-08 09:12:47,753 INFO   Avg generator loss: 2.1666
16: 2018-10-08 09:12:47,753 INFO   Avg discriminator fake output: 0.1635
22: 2018-10-08 09:12:47,755 INFO   Avg generator loss: 2.1664
