*** WARNING: This is an experimental installation of pytorch built specifically for MPI / distributed running ***
 4: 2018-10-04 18:36:07,726 INFO Initializing
38: 2018-10-04 18:36:07,819 INFO MPI rank 38
34: 2018-10-04 18:36:07,821 INFO MPI rank 34
33: 2018-10-04 18:36:07,819 INFO MPI rank 33
45: 2018-10-04 18:36:07,820 INFO MPI rank 45
59: 2018-10-04 18:36:07,818 INFO MPI rank 59
55: 2018-10-04 18:36:07,816 INFO MPI rank 55
53: 2018-10-04 18:36:07,818 INFO MPI rank 53
49: 2018-10-04 18:36:07,818 INFO MPI rank 49
61: 2018-10-04 18:36:07,816 INFO MPI rank 61
57: 2018-10-04 18:36:07,818 INFO MPI rank 57
63: 2018-10-04 18:36:07,817 INFO MPI rank 63
39: 2018-10-04 18:36:07,817 INFO MPI rank 39
41: 2018-10-04 18:36:07,819 INFO MPI rank 41
43: 2018-10-04 18:36:07,820 INFO MPI rank 43
19: 2018-10-04 18:36:07,819 INFO MPI rank 19
51: 2018-10-04 18:36:07,817 INFO MPI rank 51
 1: 2018-10-04 18:36:07,820 INFO MPI rank 1
47: 2018-10-04 18:36:07,820 INFO MPI rank 47
58: 2018-10-04 18:36:07,818 INFO MPI rank 58
40: 2018-10-04 18:36:07,819 INFO MPI rank 40
54: 2018-10-04 18:36:07,818 INFO MPI rank 54
60: 2018-10-04 18:36:07,817 INFO MPI rank 60
44: 2018-10-04 18:36:07,818 INFO MPI rank 44
46: 2018-10-04 18:36:07,820 INFO MPI rank 46
62: 2018-10-04 18:36:07,816 INFO MPI rank 62
 2: 2018-10-04 18:36:07,819 INFO MPI rank 2
56: 2018-10-04 18:36:07,816 INFO MPI rank 56
 7: 2018-10-04 18:36:07,819 INFO MPI rank 7
31: 2018-10-04 18:36:07,819 INFO MPI rank 31
37: 2018-10-04 18:36:07,818 INFO MPI rank 37
13: 2018-10-04 18:36:07,818 INFO MPI rank 13
15: 2018-10-04 18:36:07,820 INFO MPI rank 15
17: 2018-10-04 18:36:07,819 INFO MPI rank 17
 9: 2018-10-04 18:36:07,754 INFO MPI rank 9
11: 2018-10-04 18:36:07,819 INFO MPI rank 11
 3: 2018-10-04 18:36:07,818 INFO MPI rank 3
29: 2018-10-04 18:36:07,818 INFO MPI rank 29
21: 2018-10-04 18:36:07,820 INFO MPI rank 21
27: 2018-10-04 18:36:07,820 INFO MPI rank 27
25: 2018-10-04 18:36:07,822 INFO MPI rank 25
 5: 2018-10-04 18:36:07,818 INFO MPI rank 5
30: 2018-10-04 18:36:07,818 INFO MPI rank 30
42: 2018-10-04 18:36:07,818 INFO MPI rank 42
28: 2018-10-04 18:36:07,822 INFO MPI rank 28
 8: 2018-10-04 18:36:07,820 INFO MPI rank 8
26: 2018-10-04 18:36:07,819 INFO MPI rank 26
10: 2018-10-04 18:36:07,820 INFO MPI rank 10
24: 2018-10-04 18:36:07,818 INFO MPI rank 24
 6: 2018-10-04 18:36:07,819 INFO MPI rank 6
16: 2018-10-04 18:36:07,820 INFO MPI rank 16
18: 2018-10-04 18:36:07,818 INFO MPI rank 18
14: 2018-10-04 18:36:07,819 INFO MPI rank 14
20: 2018-10-04 18:36:07,820 INFO MPI rank 20
22: 2018-10-04 18:36:07,820 INFO MPI rank 22
 4: 2018-10-04 18:36:07,819 INFO MPI rank 4
23: 2018-10-04 18:36:07,820 INFO MPI rank 23
 0: 2018-10-04 18:36:07,825 INFO Configuration: {'data_config': {'name': 'cifar10', 'data_path': '$SCRATCH/pytorch-cifar10/data', 'n_train': 16384, 'n_valid': 10000}, 'experiment_config': {'name': 'cifar10', 'output_dir': '$SCRATCH/pytorch-cifar10/output'}, 'model_config': {'model_type': 'resnet50_cifar10', 'optimizer': 'Adam', 'learning_rate': 0.001}, 'train_config': {'batch_size': 128, 'n_epochs': 1}}
21: 2018-10-04 18:36:10,927 INFO Loaded 16384 training samples and 10000 validation samples
62: 2018-10-04 18:36:10,927 INFO Loaded 16384 training samples and 10000 validation samples
35: 2018-10-04 18:36:10,931 INFO Loaded 16384 training samples and 10000 validation samples
19: 2018-10-04 18:36:10,936 INFO Loaded 16384 training samples and 10000 validation samples
 3: 2018-10-04 18:36:10,939 INFO Loaded 16384 training samples and 10000 validation samples
59: 2018-10-04 18:36:10,939 INFO Loaded 16384 training samples and 10000 validation samples
63: 2018-10-04 18:36:10,949 INFO Loaded 16384 training samples and 10000 validation samples
60: 2018-10-04 18:36:10,954 INFO Loaded 16384 training samples and 10000 validation samples
18: 2018-10-04 18:36:10,978 INFO Loaded 16384 training samples and 10000 validation samples
52: 2018-10-04 18:36:10,980 INFO Loaded 16384 training samples and 10000 validation samples
36: 2018-10-04 18:36:10,980 INFO Loaded 16384 training samples and 10000 validation samples
30: 2018-10-04 18:36:10,991 INFO Loaded 16384 training samples and 10000 validation samples
44: 2018-10-04 18:36:10,997 INFO Loaded 16384 training samples and 10000 validation samples
 9: 2018-10-04 18:36:10,934 INFO Loaded 16384 training samples and 10000 validation samples
57: 2018-10-04 18:36:11,006 INFO Loaded 16384 training samples and 10000 validation samples
 5: 2018-10-04 18:36:11,008 INFO Loaded 16384 training samples and 10000 validation samples
51: 2018-10-04 18:36:11,015 INFO Loaded 16384 training samples and 10000 validation samples
31: 2018-10-04 18:36:11,019 INFO Loaded 16384 training samples and 10000 validation samples
24: 2018-10-04 18:36:11,026 INFO Loaded 16384 training samples and 10000 validation samples
 7: 2018-10-04 18:36:11,029 INFO Loaded 16384 training samples and 10000 validation samples
42: 2018-10-04 18:36:11,044 INFO Loaded 16384 training samples and 10000 validation samples
37: 2018-10-04 18:36:11,059 INFO Loaded 16384 training samples and 10000 validation samples
34: 2018-10-04 18:36:11,067 INFO Loaded 16384 training samples and 10000 validation samples
29: 2018-10-04 18:36:11,066 INFO Loaded 16384 training samples and 10000 validation samples
47: 2018-10-04 18:36:11,073 INFO Loaded 16384 training samples and 10000 validation samples
10: 2018-10-04 18:36:11,087 INFO Loaded 16384 training samples and 10000 validation samples
38: 2018-10-04 18:36:11,091 INFO Loaded 16384 training samples and 10000 validation samples
61: 2018-10-04 18:36:11,093 INFO Loaded 16384 training samples and 10000 validation samples
50: 2018-10-04 18:36:11,102 INFO Loaded 16384 training samples and 10000 validation samples
32: 2018-10-04 18:36:11,107 INFO Loaded 16384 training samples and 10000 validation samples
46: 2018-10-04 18:36:11,120 INFO Loaded 16384 training samples and 10000 validation samples
16: 2018-10-04 18:36:11,133 INFO Loaded 16384 training samples and 10000 validation samples
14: 2018-10-04 18:36:11,158 INFO Loaded 16384 training samples and 10000 validation samples
 2: 2018-10-04 18:36:11,160 INFO Loaded 16384 training samples and 10000 validation samples
53: 2018-10-04 18:36:11,160 INFO Loaded 16384 training samples and 10000 validation samples
15: 2018-10-04 18:36:11,171 INFO Loaded 16384 training samples and 10000 validation samples
 8: 2018-10-04 18:36:11,182 INFO Loaded 16384 training samples and 10000 validation samples
27: 2018-10-04 18:36:11,186 INFO Loaded 16384 training samples and 10000 validation samples
20: 2018-10-04 18:36:11,189 INFO Loaded 16384 training samples and 10000 validation samples
58: 2018-10-04 18:36:11,189 INFO Loaded 16384 training samples and 10000 validation samples
48: 2018-10-04 18:36:11,191 INFO Loaded 16384 training samples and 10000 validation samples
 1: 2018-10-04 18:36:11,199 INFO Loaded 16384 training samples and 10000 validation samples
22: 2018-10-04 18:36:11,201 INFO Loaded 16384 training samples and 10000 validation samples
12: 2018-10-04 18:36:11,211 INFO Loaded 16384 training samples and 10000 validation samples
25: 2018-10-04 18:36:11,223 INFO Loaded 16384 training samples and 10000 validation samples
39: 2018-10-04 18:36:11,222 INFO Loaded 16384 training samples and 10000 validation samples
40: 2018-10-04 18:36:11,225 INFO Loaded 16384 training samples and 10000 validation samples
54: 2018-10-04 18:36:11,226 INFO Loaded 16384 training samples and 10000 validation samples
55: 2018-10-04 18:36:11,225 INFO Loaded 16384 training samples and 10000 validation samples
56: 2018-10-04 18:36:11,229 INFO Loaded 16384 training samples and 10000 validation samples
45: 2018-10-04 18:36:11,237 INFO Loaded 16384 training samples and 10000 validation samples
13: 2018-10-04 18:36:11,239 INFO Loaded 16384 training samples and 10000 validation samples
26: 2018-10-04 18:36:11,240 INFO Loaded 16384 training samples and 10000 validation samples
23: 2018-10-04 18:36:11,246 INFO Loaded 16384 training samples and 10000 validation samples
41: 2018-10-04 18:36:11,247 INFO Loaded 16384 training samples and 10000 validation samples
49: 2018-10-04 18:36:11,257 INFO Loaded 16384 training samples and 10000 validation samples
43: 2018-10-04 18:36:11,267 INFO Loaded 16384 training samples and 10000 validation samples
28: 2018-10-04 18:36:11,269 INFO Loaded 16384 training samples and 10000 validation samples
 0: 2018-10-04 18:36:11,267 INFO Loaded 16384 training samples and 10000 validation samples
 4: 2018-10-04 18:36:11,278 INFO Loaded 16384 training samples and 10000 validation samples
17: 2018-10-04 18:36:11,279 INFO Loaded 16384 training samples and 10000 validation samples
11: 2018-10-04 18:36:11,279 INFO Loaded 16384 training samples and 10000 validation samples
33: 2018-10-04 18:36:11,286 INFO Loaded 16384 training samples and 10000 validation samples
 6: 2018-10-04 18:36:11,289 INFO Loaded 16384 training samples and 10000 validation samples
 7: 2018-10-04 18:36:11,572 INFO Epoch 0
21: 2018-10-04 18:36:11,573 INFO Epoch 0
 5: 2018-10-04 18:36:11,571 INFO Epoch 0
 6: 2018-10-04 18:36:11,572 INFO Epoch 0
16: 2018-10-04 18:36:11,573 INFO Epoch 0
18: 2018-10-04 18:36:11,571 INFO Epoch 0
20: 2018-10-04 18:36:11,572 INFO Epoch 0
 4: 2018-10-04 18:36:11,571 INFO Epoch 0
23: 2018-10-04 18:36:11,572 INFO Epoch 0
45: 2018-10-04 18:36:11,573 INFO Epoch 0
59: 2018-10-04 18:36:11,571 INFO Epoch 0
49: 2018-10-04 18:36:11,570 INFO Epoch 0
41: 2018-10-04 18:36:11,572 INFO Epoch 0
43: 2018-10-04 18:36:11,572 INFO Epoch 0
19: 2018-10-04 18:36:11,571 INFO Epoch 0
 1: 2018-10-04 18:36:11,572 INFO Epoch 0
47: 2018-10-04 18:36:11,572 INFO Epoch 0
40: 2018-10-04 18:36:11,571 INFO Epoch 0
44: 2018-10-04 18:36:11,571 INFO Epoch 0
32: 2018-10-04 18:36:11,571 INFO Epoch 0
 2: 2018-10-04 18:36:11,571 INFO Epoch 0
13: 2018-10-04 18:36:11,571 INFO Epoch 0
17: 2018-10-04 18:36:11,571 INFO Epoch 0
11: 2018-10-04 18:36:11,571 INFO Epoch 0
 3: 2018-10-04 18:36:11,571 INFO Epoch 0
35: 2018-10-04 18:36:11,573 INFO Epoch 0
27: 2018-10-04 18:36:11,572 INFO Epoch 0
42: 2018-10-04 18:36:11,570 INFO Epoch 0
36: 2018-10-04 18:36:11,572 INFO Epoch 0
24: 2018-10-04 18:36:11,570 INFO Epoch 0
22: 2018-10-04 18:36:11,573 INFO Epoch 0
33: 2018-10-04 18:36:11,571 INFO Epoch 0
55: 2018-10-04 18:36:11,568 INFO Epoch 0
53: 2018-10-04 18:36:11,571 INFO Epoch 0
61: 2018-10-04 18:36:11,568 INFO Epoch 0
57: 2018-10-04 18:36:11,570 INFO Epoch 0
63: 2018-10-04 18:36:11,570 INFO Epoch 0
39: 2018-10-04 18:36:11,570 INFO Epoch 0
51: 2018-10-04 18:36:11,570 INFO Epoch 0
48: 2018-10-04 18:36:11,571 INFO Epoch 0
52: 2018-10-04 18:36:11,572 INFO Epoch 0
58: 2018-10-04 18:36:11,570 INFO Epoch 0
54: 2018-10-04 18:36:11,571 INFO Epoch 0
60: 2018-10-04 18:36:11,570 INFO Epoch 0
12: 2018-10-04 18:36:11,572 INFO Epoch 0
50: 2018-10-04 18:36:11,571 INFO Epoch 0
46: 2018-10-04 18:36:11,572 INFO Epoch 0
62: 2018-10-04 18:36:11,569 INFO Epoch 0
56: 2018-10-04 18:36:11,568 INFO Epoch 0
31: 2018-10-04 18:36:11,572 INFO Epoch 0
37: 2018-10-04 18:36:11,571 INFO Epoch 0
15: 2018-10-04 18:36:11,573 INFO Epoch 0
 9: 2018-10-04 18:36:11,505 INFO Epoch 0
29: 2018-10-04 18:36:11,571 INFO Epoch 0
25: 2018-10-04 18:36:11,575 INFO Epoch 0
30: 2018-10-04 18:36:11,571 INFO Epoch 0
28: 2018-10-04 18:36:11,575 INFO Epoch 0
38: 2018-10-04 18:36:11,572 INFO Epoch 0
 8: 2018-10-04 18:36:11,572 INFO Epoch 0
26: 2018-10-04 18:36:11,571 INFO Epoch 0
10: 2018-10-04 18:36:11,573 INFO Epoch 0
34: 2018-10-04 18:36:11,573 INFO Epoch 0
14: 2018-10-04 18:36:11,571 INFO Epoch 0
 0: 2018-10-04 18:36:11,574 INFO Model: 
 0: DistributedDataParallelCPU(
 0:   (module): ResNet(
 0:     (conv1): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
 0:     (bn1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:     (layer1): Sequential(
 0:       (0): Bottleneck(
 0:         (conv1): Conv2d(64, 64, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv2): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
 0:         (bn2): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv3): Conv2d(64, 256, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn3): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (shortcut): Sequential(
 0:           (0): Conv2d(64, 256, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:           (1): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         )
 0:       )
 0:       (1): Bottleneck(
 0:         (conv1): Conv2d(256, 64, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv2): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
 0:         (bn2): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv3): Conv2d(64, 256, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn3): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (shortcut): Sequential()
 0:       )
 0:       (2): Bottleneck(
 0:         (conv1): Conv2d(256, 64, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv2): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
 0:         (bn2): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv3): Conv2d(64, 256, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn3): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (shortcut): Sequential()
 0:       )
 0:     )
 0:     (layer2): Sequential(
 0:       (0): Bottleneck(
 0:         (conv1): Conv2d(256, 128, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn1): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv2): Conv2d(128, 128, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1), bias=False)
 0:         (bn2): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv3): Conv2d(128, 512, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn3): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (shortcut): Sequential(
 0:           (0): Conv2d(256, 512, kernel_size=(1, 1), stride=(2, 2), bias=False)
 0:           (1): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         )
 0:       )
 0:       (1): Bottleneck(
 0:         (conv1): Conv2d(512, 128, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn1): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv2): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
 0:         (bn2): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv3): Conv2d(128, 512, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn3): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (shortcut): Sequential()
 0:       )
 0:       (2): Bottleneck(
 0:         (conv1): Conv2d(512, 128, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn1): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv2): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
 0:         (bn2): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv3): Conv2d(128, 512, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn3): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (shortcut): Sequential()
 0:       )
 0:       (3): Bottleneck(
 0:         (conv1): Conv2d(512, 128, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn1): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv2): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
 0:         (bn2): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv3): Conv2d(128, 512, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn3): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (shortcut): Sequential()
 0:       )
 0:     )
 0:     (layer3): Sequential(
 0:       (0): Bottleneck(
 0:         (conv1): Conv2d(512, 256, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn1): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv2): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1), bias=False)
 0:         (bn2): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv3): Conv2d(256, 1024, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn3): BatchNorm2d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (shortcut): Sequential(
 0:           (0): Conv2d(512, 1024, kernel_size=(1, 1), stride=(2, 2), bias=False)
 0:           (1): BatchNorm2d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         )
 0:       )
 0:       (1): Bottleneck(
 0:         (conv1): Conv2d(1024, 256, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn1): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv2): Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
 0:         (bn2): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv3): Conv2d(256, 1024, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn3): BatchNorm2d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (shortcut): Sequential()
 0:       )
 0:       (2): Bottleneck(
 0:         (conv1): Conv2d(1024, 256, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn1): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv2): Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
 0:         (bn2): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv3): Conv2d(256, 1024, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn3): BatchNorm2d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (shortcut): Sequential()
 0:       )
 0:       (3): Bottleneck(
 0:         (conv1): Conv2d(1024, 256, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn1): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv2): Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
 0:         (bn2): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv3): Conv2d(256, 1024, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn3): BatchNorm2d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (shortcut): Sequential()
 0:       )
 0:       (4): Bottleneck(
 0:         (conv1): Conv2d(1024, 256, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn1): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv2): Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
 0:         (bn2): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv3): Conv2d(256, 1024, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn3): BatchNorm2d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (shortcut): Sequential()
 0:       )
 0:       (5): Bottleneck(
 0:         (conv1): Conv2d(1024, 256, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn1): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv2): Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
 0:         (bn2): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv3): Conv2d(256, 1024, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn3): BatchNorm2d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (shortcut): Sequential()
 0:       )
 0:     )
 0:     (layer4): Sequential(
 0:       (0): Bottleneck(
 0:         (conv1): Conv2d(1024, 512, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn1): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv2): Conv2d(512, 512, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1), bias=False)
 0:         (bn2): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv3): Conv2d(512, 2048, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn3): BatchNorm2d(2048, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (shortcut): Sequential(
 0:           (0): Conv2d(1024, 2048, kernel_size=(1, 1), stride=(2, 2), bias=False)
 0:           (1): BatchNorm2d(2048, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         )
 0:       )
 0:       (1): Bottleneck(
 0:         (conv1): Conv2d(2048, 512, kernel_size=(1, 1), stride=(1, 1), bias=False)
 0:         (bn1): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
 0:         (conv2): Conv2d(512, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
 0:         (bn2): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
